epoch,train_loss,val_accuracy,f1_score,recall,epoch_time,memory_usage
1,2.1772100210189818,0.15,0.03913043478260869,0.15,106.738037109375,2647.171875
2,2.149158751964569,0.125,0.02777777777777778,0.125,116.7870500087738,2654.48828125
3,2.1408843278884886,0.125,0.02777777777777778,0.125,135.47271347045898,2650.171875
4,2.1147154808044433,0.125,0.02777777777777778,0.125,155.08175015449524,2648.78515625
5,2.1202066421508787,0.125,0.02777777777777778,0.125,180.9244260787964,2577.05078125
