epoch,train_loss,val_accuracy,f1_score,recall,epoch_time,memory_usage
1,7.336168336868286,0.15,0.03913043478260869,0.15,44.35073709487915,2523.33984375
2,1.5855914562940598,0.15,0.03913043478260869,0.15,50.74736046791077,2570.77734375
3,0.7247776329517365,0.1,0.08164835164835166,0.1,127.51950407028198,1862.02734375
4,0.3472080543637276,0.05,0.03779904306220096,0.05,50.299694538116455,2503.08984375
5,0.2714600443840027,0.125,0.09787157287157286,0.125,50.190207719802856,2503.15234375
