epoch,train_loss,val_accuracy,f1_score,recall,epoch_time,memory_usage
1,2.0686761140823364,0.125,0.03048780487804878,0.125,128.45274782180786,2002.796875
2,2.0876778841018675,0.125,0.02777777777777778,0.125,120.72231841087341,1965.63671875
3,2.0972370147705077,0.125,0.02777777777777778,0.125,120.84516716003418,1958.77734375
4,2.0779087781906127,0.175,0.1240530303030303,0.175,119.53593444824219,1964.23828125
5,2.057373285293579,0.175,0.10049833887043189,0.175,120.98296666145325,1936.4453125
